currentTime,Lookup_Table,POS_MEASUREREV,TMC_filtered,CF_FL
-0.0039724216553054,3.0,0.0,0.0,38.0
0.0060275783446945,3.0,0.0,0.0,38.0
0.0160275783446945,3.0,0.0,0.0,38.0
0.0260275783446945,3.0,0.0,0.0,38.0
0.0360275783446945,3.0,0.0,0.0,38.0
0.0460275783446945,3.0,0.0,0.0,38.0
0.0560275783446945,3.0,0.0,0.0,38.0
0.0660275783446945,3.0,0.0,0.0,38.0
0.0760275783446945,3.0,0.0,0.0,38.0
0.0860275783446945,3.0,0.0,0.0,38.0
0.0960275783446945,3.0,0.0,0.0,38.0
0.1060275783446945,3.0,0.0,0.0,38.0
0.1160275783446945,3.0,0.0,0.0,38.0
0.1260275783446945,3.0,0.0,0.0,38.0
0.1360275783446946,3.0,0.0,0.0,38.0
0.1460275783446945,3.0,0.0,0.0,38.0
0.1560275783446945,3.0,0.0,0.0,38.0
0.1660275783446946,3.0,0.0,0.0,38.0
0.1760275783446945,3.0,0.0,0.0,38.0
0.1860275783446945,3.0,0.0,0.0,38.0
0.1960275783446946,3.0,0.0,0.0,38.0
0.2060275783446945,3.0,0.0,0.0,38.0
0.2160275783446945,3.0,0.0,0.0,38.0
0.2260275783446945,3.0,0.0,0.0,38.0
0.2360275783446945,3.0,0.0,0.0,38.0
0.2460275783446945,3.0,0.0,0.0,38.0
0.2560275783446946,3.0,0.0,0.0,38.0
0.2660275783446946,3.0,0.0,0.0,38.0
0.2760275783446946,3.0,0.0,0.0,38.0
0.2860275783446945,3.0,0.0,0.0,38.0
0.2960275783446945,3.0,0.0,0.0,38.0
0.3060275783446946,3.0,0.0,0.0,38.0
0.3160275783446946,3.0,0.0,0.0,38.0
0.3260275783446946,3.0,0.0,0.0,38.0
0.3360275783446946,3.0,0.0,0.0,38.0
0.3460275783446946,3.0,0.0,0.0,38.0
0.3560275783446945,3.0,0.0,0.0,38.0
0.3660275783446945,3.0,0.0,0.0,38.0
0.3760275783446946,3.0,0.0,0.0,38.0
0.3860275783446946,3.0,0.0,0.0,38.0
0.3960275783446946,3.0,0.0,0.0,38.0
0.4060275783446946,3.0,0.0,0.0,38.0
0.4160275783446945,3.0,0.0,0.0,38.0
0.4260275783446945,3.0,0.0,0.0,38.0
0.4360275783446946,3.0,0.0,0.0,38.0
0.4460275783446946,3.0,0.0,0.0,38.0
0.4560275783446946,3.0,0.0,0.0,38.0
0.4660275783446946,3.0,0.0,0.0,38.0
0.4760275783446945,3.0,0.0,0.0,38.0
0.4860275783446945,3.0,0.0,0.0,38.0
0.4960275783446946,3.0,0.0,0.0,38.0
0.5060275783446946,3.0,0.0,0.0,38.0
0.5160275783446946,3.0,0.0,0.0,38.0
0.5260275783446946,3.0,0.0,0.0,38.0
0.5360275783446946,3.0,0.0,0.0,38.0
0.5460275783446946,3.0,0.0,0.0,38.0
0.5560275783446946,3.0,0.0,0.0,38.0
0.5660275783446946,3.0,0.0,0.0,38.0
0.5760275783446945,3.0,0.0,0.0,38.0
0.5860275783446945,3.0,0.0,0.0,38.0
0.5960275783446946,3.0,0.0,0.0,38.0
0.6060275783446946,3.0,0.0,0.0,38.0
0.6160275783446946,3.0,0.0,0.0,38.0
0.6260275783446946,3.0,0.0,0.0,38.0
0.6360275783446946,3.0,0.0,0.0,38.0
0.6460275783446946,3.0,0.0,0.0,38.0
0.6560275783446946,3.0,0.0,0.0,38.0
0.6660275783446946,3.0,0.0,0.0,38.0
0.6760275783446946,3.0,0.0,0.0,38.0
0.6860275783446946,3.0,0.0,0.0,38.0
0.6960275783446946,3.0,0.0,0.0,38.0
0.7060275783446945,3.0,0.0,0.0,38.0
0.7160275783446945,3.0,0.0,0.0,38.0
0.7260275783446946,3.0,0.0,0.0,38.0
0.7360275783446946,3.0,0.0,0.0,38.0
0.7460275783446946,3.0,0.0,0.0,38.0
0.7560275783446946,3.0,0.0,0.0,38.0
0.7660275783446946,3.0,0.0,0.0,38.0
0.7760275783446946,3.0,0.0,0.0,38.0
0.7860275783446946,3.0,0.0,0.0,38.0
0.7960275783446946,3.0,0.0,0.0,38.0
0.8060275783446946,3.0,0.0,0.0,38.0
0.8160275783446946,3.0,0.0,0.0,38.0
0.8260275783446946,3.0,0.0,0.0,38.0
0.8360275783446945,3.0,0.0,0.0,38.0
0.8460275783446946,3.0,0.0,0.0,38.0
0.8560275783446946,3.0,0.0,0.0,38.0
0.8660275783446946,3.0,0.0,0.0,38.0
0.8760275783446946,3.0,0.0,0.0,38.0
0.8860275783446946,3.0,0.0,0.0,38.0
0.8960275783446946,3.0,0.0,0.0,38.0
0.9060275783446946,3.0,0.0,0.0,38.0
0.9160275783446946,3.0,0.0,0.0,38.0
0.9260275783446946,3.0,0.0,0.0,38.0
0.9360275783446946,3.0,0.0,0.0,38.0
0.9460275783446946,3.0,0.0,0.0,38.0
0.9560275783446944,3.0,0.0,0.0,38.0
0.9660275783446944,3.0,0.0,0.0,38.0
0.9760275783446946,3.0,0.0,0.0,38.0
0.9860275783446946,3.0,0.0,0.0,38.0
0.9960275783446946,3.0,0.0,0.0,38.0
1.0060275783446946,3.0,0.0,0.0,38.0
1.0160275783446946,3.0,0.0,0.0,38.0
1.0260275783446946,3.0,0.0,0.0,38.0
1.0360275783446946,3.0,0.0,0.0,38.0
1.0460275783446946,3.0,0.0,0.0,38.0
1.0560275783446946,3.0,0.0,0.0,38.0
1.0660275783446946,3.0,0.0,0.0,38.0
1.0760275783446946,3.0,0.0,0.0,38.0
1.0860275783446949,3.0,0.0,0.0,38.0
1.0960275783446949,3.0,0.0,0.0,38.0
1.106027578344695,3.0,0.0,0.0,38.0
1.116027578344695,3.0,0.0,0.0,38.0
1.1260275783446947,3.0,0.0,0.0,38.0
1.1360275783446947,3.0,0.0,0.0,38.0
1.1460275783446947,3.0,0.0,0.0,38.0
1.1560275783446945,3.0,0.0,0.0,38.0
1.1660275783446945,3.0,0.0,0.0,38.0
1.1760275783446943,3.0,0.0,0.0,38.0
1.1860275783446943,3.0,0.0,0.0,38.0
1.1960275783446943,3.0,0.0,0.0,38.0
1.2060275783446943,3.0,0.0,0.0,38.0
1.2160275783446943,3.0,0.0,0.0,38.0
1.2260275783446946,3.0,0.0,0.0,38.0
1.2360275783446946,3.0,0.0,0.0,38.0
1.2460275783446946,3.0,0.0,0.0,38.0
