Complexity,Loss,Equation
1,0.009354956,"4.170899e-5"
3,0.0019003265,"-0.8174196 * u_x"
5,0.0012413588,"(-1.3241293 + u) * u_x"
7,0.0012085334,"(u_x + -0.005311489) * (u + -1.336175)"
9,0.0011468213,"((u + -1.3454869) + (u_xx * 0.08987158)) * u_x"
11,0.0011370658,"(u_x * ((-1.1897424 + (0.06618561 * u_xx)) + u)) * 1.2017221"
