Complexity,Loss,Equation
1,0.0387756,"u_x"
3,0.0019003241,"u_x * -0.8166599"
5,0.0012413508,"u_x * (u + -1.3236089)"
7,0.0012064499,"(u_x + -0.004876897) * (-1.3236089 + u)"
9,0.0010142885,"((-1.2789557 + u) * u_x) + (0.06074267 * u_xx)"
11,0.0009794431,"((u_x * (u + -1.1701376)) + (u_xx * 0.04623481)) * 1.1908482"
