Complexity,Loss,Equation
2,0.084234715,"sin(-2.2427323)"
6,0.08158255,"sin((-0.031997994 * x3) + -0.9331862)"
7,0.08145769,"-0.7893006 - ((-0.52039814 * x2) / 18.97609)"
8,0.07863766,"sin(-0.8906197) + (0.019274492 * (x2 - x3))"
10,0.07824382,"sin(-0.8906197) + (((x2 - x3) + x0) * 0.019274492)"
13,0.07546969,"sin(cos(cos(sin((x0 - (0.18696211 - 1.5917878)) * x2))) - 1.5917878)"
19,0.07462894,"sin(-1.6777288 + cos(cos(cos(((exp(x1) - (x3 / sin(x1))) * exp(0.09302798)) * exp(x3)))))"
