x0,x1,x2,x3,x4,x5,target,approx_target,loss
19.518644192522213,84.67484377099002,1.114305520266627,51.8525936138407,39.91216169513132,37.48072420096911,0.008431963152548658,0.00851674179482457,8.47786422759119e-05
1.0,46.02660392779978,92.42299137786819,35.86747232043868,54.31100906173929,2.0,0.012599603605401482,0.024470010371997582,0.0118704067665961
15.142588140407174,68.04312800385387,50.47687115134724,68.62648150549143,59.40817870151197,49.04884936110662,0.04376415726438659,0.037295429660025456,0.006468727604361131
45.806047001788635,41.54468422404421,30.984981495365385,21.683602504148645,96.75213517743369,18.342134136223248,0.05843348296319085,0.06241914463037715,0.003985661667186301
17.092048361944165,45.394605088738764,10.182650725635781,65.51438656218008,72.698269301931,27.85037842166449,0.018488821912697535,0.025009331738985216,0.006520509826287681
1.0,51.351875221577764,15.553202711197432,66.56359103694007,72.32720698300905,46.43482228621067,0.01814871283324242,0.019900957451457004,0.0017522446182145837
24.547867080957847,57.22364611777812,4.338994670457488,74.50414251801878,64.67759365674623,91.45710435939672,0.02201353729160006,0.024385481319759754,0.002371944028159694
86.0059066042079,14.538800457560482,77.88772714197668,26.89283478621656,2.321114292687051,55.33850382424584,0.4698499193036455,0.4698265419672309,2.3377336414609484e-05
86.9889423713054,74.03209136394227,44.11942546579266,58.281207511629916,42.79031112656448,2.0,0.007471239696122502,0.02681981394436972,0.019348574248247218
81.60332868649745,90.48848862319437,65.14853838935666,82.13603093490741,69.6738035756587,2.0,0.018060718205248794,0.019815637387033895,0.0017549191817851015
46.51896149764442,91.44586795412158,33.77183517416268,46.53737463104521,51.901295981377906,38.89040154070475,0.03135910598985723,0.041401737078827584,0.010042631088970355
26.585430262063063,75.3532626690375,58.758753005509654,79.12990265597662,63.37024636874522,78.2253482507701,0.0320148301719675,0.042707592440518034,0.010692762268550537
22.31724443852177,21.082013769898793,1.0080024009244315,90.4371900232555,58.90313126103396,60.010242406491564,0.005662889961128093,0.005671916298011069,9.026336882976028e-06
52.56107500549897,14.795981051949616,1.0104933051129734,47.51337988461656,72.21580780044748,87.90063533522503,0.014042361566141668,0.014056715425157655,1.435385901598675e-05
1.0,34.284522443750774,69.18773979356348,99.0,40.52583520227886,43.9549588019489,0.0165388344197425,0.032115154506099,0.015576320086356503
20.867468746175476,63.138916871476255,17.12288650097411,79.47958182638202,43.91118466418271,19.38474951819562,0.01703033274939221,0.024384120773154376,0.007353788023762166
31.662175882709725,67.88637638166252,17.948812821003404,40.599744703531286,59.22223885083436,35.47983896062988,0.017082470392114923,0.038492283510997,0.021409813118882074
54.446323208203914,93.58011826157222,64.38791553281666,99.0,38.36992243837374,21.79288961301608,0.022874972446945065,0.03395811697562761,0.011083144528682545
32.660201606786536,99.0,1.0,71.0001096359479,18.227323430438123,39.378331520383135,0.0005438289684340145,0.0017110718980185254,0.001167242929584511
