x0,x1,x2,x3,x4,x5,target,approx_target,loss
1.0,98.46954639715626,42.830458987061654,99.0,80.96193409669495,80.2214108120009,0.008431963152548658,0.01831014074346643,0.009878177590917771
55.41363243516272,73.87559838108503,1.109899368505624,44.284635567786935,68.26193268060987,63.65255167817179,0.012599603605401482,0.01261501078244855,1.5407177047068246e-05
1.0,74.50180362773378,93.92283144017026,27.45635441328256,25.41110544612471,42.59622503506169,0.04376415726438659,0.05129778010524306,0.0075336228408564715
28.27776836811801,52.953289961831,85.12025692375312,34.35716177575896,99.0,56.06380829528557,0.05843348296319085,0.06943961959934015,0.011006136636149307
1.0,66.38354891116195,59.709014015131416,74.88009189951173,40.709810353161856,49.75779468366644,0.018488821912697535,0.02985946060513925,0.011370638692441714
1.0,83.52771893467167,26.392552941600375,36.682144865082456,62.456328775068414,80.57433789486035,0.01814871283324242,0.027609235186119026,0.009460522352876605
1.0,75.82535298647667,69.57543852984759,62.3251440984453,29.775237121364366,63.23491070284377,0.02201353729160006,0.0367134411931961,0.014699903901596038
55.35673719195194,5.960632891518156,87.50893990999262,11.797111928910494,88.43124350163713,95.50587660826763,0.4698499193036455,0.46982668008736406,2.323921628144543e-05
85.75946513503919,59.1632991259296,1.0019004852137232,37.695521545475074,53.87935370702452,98.50813027715638,0.007471239696122502,0.007471004509826755,2.3518629574652977e-07
48.752332154421644,84.27394035533499,31.17610830894879,59.222084227279105,51.66130354882056,2.0,0.018060718205248794,0.018789727511801486,0.0007290093065526922
84.8265081279514,53.17316738109444,5.7576635520332555,57.58150618366908,99.0,55.75956679743459,0.03135910598985723,0.03400069434873436,0.0026415883588771297
1.0,55.330530530847085,31.078511534834448,59.91031772193491,25.50923737239683,42.737064859434106,0.0320148301719675,0.03237594147338799,0.00036111130142049003
26.023558771538504,32.205197390622324,1.0074612661947557,85.2913111194257,46.609024439111835,53.25577087405507,0.005662889961128093,0.005658381446936014,4.508514192078962e-06
25.736846694840892,69.60446681563896,1.310278890027669,41.37923038528576,84.1752029029064,67.81709209530285,0.014042361566141668,0.013883805137810238,0.00015855642833143002
36.16251469056826,76.03034220316678,41.45437813224921,78.91656519547578,99.0,54.99457878672117,0.0165388344197425,0.034073371259300614,0.017534536839558114
