,Unnamed: 0,currentTime,Agp_Pos_Sp_FL,Agp_Pos_Sp_FR,Agp_Pos_Sp_RL,Agp_Pos_Sp_RR,Disc_T_Est_FL,Disc_T_Est_FR,Disc_T_Est_RL,Disc_T_Est_RR,Motor_current_FL,Wheel_Decl_FL,Motor_current_FR,Wheel_Decl_FR,Motor_current_RL,Wheel_Decl_RL,Motor_current_RR,Wheel_Decl_RR,Vehicle_speed,Gyro_Rate_Pitch,IMU_Gyro_Rate_Roll,IMU_Gyro_Rate_Yaw,RealizedClampingForce_FL,RealizedClampingForce_FR,RealizedClampingForce_RL,RealizedClampingForce_RR,Piston_position_FL,Piston_position_FR,Piston_position_RL,Piston_position_RR,CF_FL,CF_FR,CF_RL,CF_RR,ESTIMATED_PRESSURE_FL,ESTIMATED_PRESSURE_FR,ESTIMATED_PRESSURE_RL,ESTIMATED_PRESSURE_RR,LATERAL_ACCELERATION,LONGITUDINAL_ACCELERATION,Wheel_Speed_FL,Wheel_Speed_FR,Wheel_Speed_RL,Wheel_Speed_RR,Yaw_rate,Ambiant_Temperature,Init_Disc_CF_FL,POS_MEASUREREV,TMC_filtered,Vitesse_Vehicule_Roues,Pressure_Speed_FL,Position_previous_FL,POS_MEASUREREV_square,POS_MEASUREREV_cube,Estimated_CF_FL,Estimated_CF_previous_FL,Pressure_Speed_previous_FL,CF_previous_FL,Deceleration_g,PosDiff,PreDiff,DecDiff,Lookup_Table,Temp_amb_C,Initial_temp_FL,RPM,Distance_Roues_instant,Distance_Roues,Brake_apply,Brake_release,Time_since_brake_apply,Miles_since_brake_apply,Time_since_brake_release,Miles_since_brake_release,BrakingTime_2,BrakingMiles_2,TimeSinceLastBrake_2,MilesSinceLastBrake_2,Change_Position,Change_pressure,BrakingForce_2,BrakingForce_ma_2,Start_braking_time,End_braking_time,BrakeStartSpeed,LastBrakStartSpeed,LastBrakEndtSpeed,LastDeceleration,conv_heat_trans_coef,temp_change_conv_FL,disc_heating_BTM_FL,temp_change_instant_BTM_1_FL,Pressure_Speed_time_FL
0,0,-0.0003145550292629,2.0,2.0,2.0,2.0,-0.2459999999999993,-0.2459999999999993,-0.2469999999999993,-0.2469999999999993,38.0,0.0,293.0,198.0,0.0,0.0,0.0,0.0,-31.39199912548065,37.27799952030182,2.0816681711721685e-15,2.0816681711721685e-15,2.0816681711721685e-15,2.0816681711721685e-15,0.8700000129640102,25.0,2.0,2.0,2.0,2.0,110.0,111.0,111.0,111.0,32868.0,32768.0,32807.0,32768.0,32989.0,32768.0,32788.0,32768.0,0.02255,0.2,0.7320397712720239,0.1820397712720238,110.0,21.68,32868.0,32788.0,1077675984.0,21.68,470.0224,10190.085632,34873.11560947199,34873.11560947199,1077675984.0,110.0,2000.0000000000198,0.0,0.0,0.0,2.0816681711721685e-15,0.1820397712720238,-0.2459999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.009685444970737,2.0,2.0,2.0,2.0,-0.2459999999999993,-0.2459999999999993,-0.2469999999999993,-0.2469999999999993,38.0,0.0,293.0,198.0,0.0,0.0,0.0,0.0,-27.48480465215744,37.27799952030182,2.0816681711721685e-15,2.0816681711721685e-15,2.0816681711721685e-15,2.0816681711721685e-15,3.4688218894384537,25.0,2.0,2.0,2.0,2.0,110.0,111.0,111.0,111.0,32848.0,32768.0,32848.0,32768.0,33010.0,32768.0,32768.0,32768.0,0.02255,0.2,0.75,0.2,110.0,21.68,32848.0,32768.0,1076363264.0,21.68,470.0224,10190.085632,34873.11560947199,34873.11560947199,1077675984.0,110.0,-2000.0,0.0,-20.0,-4000.00000000002,2.0816681711721685e-15,0.2,-0.2459999999999993,0.0,0.0910499999999991,0.0910499999999991,0.0,1.0,0.0,0.0,0.009999999999999901,0.0910499999999991,0.009999999999999901,0.0910499999999991,0.0,0.0,0.0,-20.0,0.0,1095000.000000011,0.009685444970737,0.0,32768.0,0.0,0.0,0.0,8819.977862816706,-0.24149480048956784,335.56404728579383,335.32255248530424,10763632.639999894
2,2,0.019685444970737,2.0,2.0,2.0,2.0,-0.2459999999999993,-0.2459999999999993,-0.2469999999999993,-0.2469999999999993,358.6829326228392,591.5703788135605,293.0,198.0,0.0,0.0,0.0,0.0,-27.46799886226654,37.27799952030182,2.0816681711721685e-15,2.0816681711721685e-15,2.0816681711721685e-15,2.0816681711721685e-15,3.4800000518560408,25.0,2.0,2.0,2.0,2.0,110.0,111.0,111.0,111.0,32827.0,32768.0,32869.0,32768.0,32990.0,32768.0,32788.0,32768.0,0.02255,0.2,0.75,0.2,110.0,21.68,32827.0,32788.0,1076331676.0,21.68,470.0224,10190.085632,34873.11560947199,34873.11560947199,1076363264.0,110.0,8200.000000000002,0.0,-21.0,10200.000000000002,2.0816681711721685e-15,0.2,-0.2459999999999993,0.0,0.09105,0.1820999999999991,0.0,1.0,0.0,0.0,0.0199999999999999,0.1820999999999991,0.0199999999999999,0.1820999999999991,0.0,0.0,0.0,-21.0,-358919100.0,-1095000.0,0.009685444970737,0.0,32768.0,0.0,0.0,0.0,8824.176545044216,-0.24149266669801045,671.1083989957937,670.8669063290956,21526633.51999989
3,3,0.029685444970737,2.0,2.0,2.0,2.0,-0.2459999999999993,-0.2459999999999993,-0.2469999999999993,-0.2469999999999993,41974.06813366633,41939.9349763344,39776.84419368241,40430.83607597123,0.0,0.0,0.0,0.0,-27.46799886226654,37.27799952030182,2.0816681711721685e-15,2.0816681711721685e-15,2.0816681711721685e-15,2.0816681711721685e-15,3.4800000518560408,25.0,2.0,2.0,2.0,2.0,110.0,111.0,111.0,111.0,32868.0,32768.0,32827.0,32768.0,32950.0,32768.0,32706.0,32768.0,0.02255,0.2,0.75,0.2,110.0,21.68,32868.0,32706.0,1074980808.0,21.68,470.0224,10190.085632,34873.11560947199,34873.11560947199,1076331676.0,110.0,-10300.000000000002,0.0,41.0,-18500.000000000004,2.0816681711721685e-15,0.2,-0.2459999999999993,0.0,0.09096388888888889,0.273063888888888,1.0,0.0,0.009999999999999998,0.0909638888888889,0.0,0.0,0.0299999999999999,0.273063888888888,0.0,0.0,0.0,41.0,1111257465.0,4489500.000000001,0.009685444970737,0.0,32768.0,0.0,0.0,0.0,8806.958362928903,-0.24150141713087236,1005.3991698299966,1005.1576684128657,32249424.23999989
4,4,0.039685444970737,2.0,2.0,2.0,2.0,-0.2459999999999993,-0.2459999999999993,-0.2469999999999993,-0.2469999999999993,43224.32483182178,43519.046722845145,41129.22012211673,41976.06515175324,0.0,0.0,0.0,0.0,-27.46799886226654,37.27799952030182,2.0816681711721685e-15,2.0816681711721685e-15,2.0816681711721685e-15,2.0816681711721685e-15,3.4800000518560408,25.0,2.0,2.0,2.0,2.0,110.0,110.0,111.0,111.0,32868.0,32768.0,32848.0,32768.0,32990.0,32768.0,32809.0,32768.0,0.02255,0.2,0.75,0.2,110.0,21.68,32868.0,32809.0,1078366212.0,21.68,470.0224,10190.085632,34873.11560947199,34873.11560947199,1074980808.0,110.0,2099.9999999999995,0.0,0.0,12400.000000000002,2.0816681711721685e-15,0.2,-0.2459999999999993,0.0,0.09099305555555555,0.36405694444444353,1.0,0.0,0.019999999999999997,0.18195694444444444,0.0,0.0,0.0399999999999999,0.36405694444444353,0.0,0.0,0.0,0.0,-736019853.75,-5639250.000000001,0.009685444970737,0.0,32768.0,0.0,0.0,0.0,8828.584555024665,-0.24149042653612646,1344.7539233556486,1344.5124329291125,43134648.479999885
5,5,0.049685444970737,2.0,2.0,2.0,2.0,-0.2459999999999993,-0.2459999999999993,-0.2469999999999993,-0.2469999999999993,43861.51651775671,43841.22339793623,41896.98263630312,42607.586239640965,0.0,0.0,0.0,0.0,-27.46799886226654,37.27799952030182,2.0816681711721685e-15,2.0816681711721685e-15,2.0816681711721685e-15,2.0816681711721685e-15,3.4800000518560408,25.0,2.0,2.0,2.0,2.0,110.0,110.0,111.0,111.0,32889.0,32768.0,32827.0,32768.0,32969.0,32768.0,32788.0,32768.0,0.02255,0.2,0.75,0.2,110.0,21.68,32889.0,32788.0,1078364532.0,21.68,470.0224,10190.085632,34873.11560947199,34873.11560947199,1078366212.0,110.0,-2099.9999999999995,0.0,21.0,-4199.999999999999,2.0816681711721685e-15,0.2,-0.2459999999999993,0.0,0.09110694444444446,0.455163888888888,1.0,0.0,0.03,0.2730638888888889,0.0,0.0,0.0499999999999999,0.455163888888888,0.0,0.0,0.0,21.0,-358919100.0,1149749.9999999998,0.009685444970737,0.0,32768.0,0.0,0.0,0.0,8824.176545044216,-0.24149266669801045,1680.939785433692,1680.698292766994,53918226.59999989
6,6,0.059685444970737,2.0,2.0,2.0,2.0,-0.2459999999999993,-0.2459999999999993,-0.2469999999999993,-0.2469999999999993,44352.13844337312,44493.842950811,42371.17048473528,43092.14912382717,0.0,0.0,0.0,0.0,-27.46799886226654,37.27799952030182,2.0816681711721685e-15,2.0816681711721685e-15,2.0816681711721685e-15,2.0816681711721685e-15,3.4800000518560408,25.0,2.0,2.0,2.0,2.0,110.0,110.0,111.0,111.0,32868.0,32768.0,32848.0,32768.0,32990.0,32768.0,32809.0,32768.0,0.02255,0.2,0.75,0.2,110.0,21.68,32868.0,32809.0,1078366212.0,21.68,470.0224,10190.085632,34873.11560947199,34873.11560947199,1078364532.0,110.0,2099.9999999999995,0.0,-21.0,4199.999999999999,2.0816681711721685e-15,0.2,-0.2459999999999993,0.0,0.09110694444444446,0.5462708333333325,0.0,1.0,0.0,0.0,0.010000000000000002,0.0911069444444445,0.0599999999999999,0.5462708333333325,0.0,0.0,0.0,-21.0,-736019853.75,-1149749.9999999998,0.009685444970737,0.0,32768.0,0.0,0.0,0.0,8828.584555024665,-0.24149042653612646,2017.1308850334747,2016.8893946069386,64701972.719999894
7,7,0.069685444970737,2.0,2.0,2.0,2.0,-0.2459999999999993,-0.2459999999999993,-0.2469999999999993,-0.2469999999999993,44991.06501510828,45300.50754236496,42987.27697885442,43883.6457795907,0.0,0.0,0.0,0.0,-27.46799886226654,37.27799952030182,2.0816681711721685e-15,2.0816681711721685e-15,2.0816681711721685e-15,2.0816681711721685e-15,3.4800000518560408,25.0,2.0,2.0,2.0,2.0,110.0,110.0,111.0,111.0,32827.0,32768.0,32827.0,32768.0,32948.0,32768.0,32788.0,32768.0,0.02255,0.2,0.75,0.2,110.0,21.68,32827.0,32788.0,1076331676.0,21.68,470.0224,10190.085632,34873.11560947199,34873.11560947199,1078366212.0,110.0,2000.000000000001,0.0,-41.0,-99.99999999999864,2.0816681711721685e-15,0.2,-0.2459999999999993,0.0,0.09110694444444446,0.6373777777777769,0.0,1.0,0.0,0.0,0.020000000000000004,0.18221388888888895,0.0699999999999999,0.6373777777777769,0.0,0.0,0.0,-41.0,-358919100.0,1149749.9999999998,0.009685444970737,0.0,32768.0,0.0,0.0,0.0,8824.176545044216,-0.24149266669801045,2348.879396485286,2348.6379038185883,75343217.31999989
8,8,0.079685444970737,2.0,2.0,2.0,2.0,-0.2459999999999993,-0.2459999999999993,-0.2469999999999993,-0.2469999999999993,45797.66950374851,46115.62320911606,43918.83620036428,44682.72902541881,0.0,0.0,0.0,0.0,-27.46799886226654,37.27799952030182,2.0816681711721685e-15,2.0816681711721685e-15,2.0816681711721685e-15,2.0816681711721685e-15,3.4800000518560408,25.0,2.0,2.0,2.0,2.0,110.0,110.0,111.0,111.0,32827.0,32768.0,32788.0,32768.0,32969.0,32768.0,32768.0,32768.0,0.02255,0.2,0.75,0.2,110.0,21.68,32827.0,32768.0,1075675136.0,21.68,470.0224,10190.085632,34873.11560947199,34873.11560947199,1076331676.0,110.0,10100.000000000005,0.0,0.0,8100.000000000005,2.0816681711721685e-15,0.2,-0.2459999999999993,0.0,0.09104999999999995,0.7284277777777769,1.0,0.0,0.009999999999999995,0.09104999999999996,0.0,0.0,0.07999999999999989,0.7284277777777769,0.0,0.0,0.0,0.0,0.0,1095000.0000000005,0.009685444970737,0.0,32768.0,0.0,0.0,0.0,8819.977862816706,-0.24149480048956784,2682.796147162895,2682.5546523624057,86054010.87999988
9,9,0.089685444970737,2.0,2.0,2.0,2.0,-0.2459999999999993,-0.2459999999999993,-0.2469999999999993,-0.2469999999999993,39415.34008556187,39675.8650196237,37924.80130593812,38525.28560225089,0.0,0.0,0.0,0.0,-27.46799886226654,37.27799952030182,2.0816681711721685e-15,2.0816681711721685e-15,2.0816681711721685e-15,2.0816681711721685e-15,3.4800000518560408,25.0,2.0,2.0,2.0,2.0,110.0,110.0,111.0,111.0,32827.0,32768.0,32807.0,32768.0,32908.0,32768.0,32667.0,32768.0,0.02255,0.2,0.75,0.2,110.0,21.68,32827.0,32667.0,1072359609.0,21.68,470.0224,10190.085632,34873.11560947199,34873.11560947199,1075675136.0,110.0,-5899.9999999999945,0.0,0.0,-16000.0,2.0816681711721685e-15,0.2,-0.2459999999999993,0.0,0.09088194444444439,0.8193097222222213,1.0,0.0,0.01999999999999999,0.18193194444444438,0.0,0.0,0.08999999999999989,0.8193097222222213,0.0,0.0,0.0,0.0,1809195956.25,5529750.000000003,0.009685444970737,0.0,32768.0,0.0,0.0,0.0,8798.765895750863,-0.24150558067624456,3008.8429094479857,3008.6014038673093,96512364.80999988
