,Unnamed: 0,currentTime,Agp_Pos_Sp_FL,Agp_Pos_Sp_FR,Agp_Pos_Sp_RL,Agp_Pos_Sp_RR,Disc_T_Est_FL,Disc_T_Est_FR,Disc_T_Est_RL,Disc_T_Est_RR,Motor_current_FL,Wheel_Decl_FL,Motor_current_FR,Wheel_Decl_FR,Motor_current_RL,Wheel_Decl_RL,Motor_current_RR,Wheel_Decl_RR,Vehicle_speed,Gyro_Rate_Pitch,IMU_Gyro_Rate_Roll,IMU_Gyro_Rate_Yaw,RealizedClampingForce_FL,RealizedClampingForce_FR,RealizedClampingForce_RL,RealizedClampingForce_RR,Piston_position_FL,Piston_position_FR,Piston_position_RL,Piston_position_RR,CF_FL,CF_FR,CF_RL,CF_RR,ESTIMATED_PRESSURE_FL,ESTIMATED_PRESSURE_FR,ESTIMATED_PRESSURE_RL,ESTIMATED_PRESSURE_RR,LATERAL_ACCELERATION,LONGITUDINAL_ACCELERATION,Wheel_Speed_FL,Wheel_Speed_FR,Wheel_Speed_RL,Wheel_Speed_RR,Yaw_rate,Ambiant_Temperature,Init_Disc_CF_FL,POS_MEASUREREV,TMC_filtered,Vitesse_Vehicule_Roues,Pressure_Speed_FL,Position_previous_FL,POS_MEASUREREV_square,POS_MEASUREREV_cube,Estimated_CF_FL,Estimated_CF_previous_FL,Pressure_Speed_previous_FL,CF_previous_FL,Deceleration_g,PosDiff,PreDiff,DecDiff,Lookup_Table,Temp_amb_C,Initial_temp_FL,RPM,Distance_Roues_instant,Distance_Roues,Brake_apply,Brake_release,Time_since_brake_apply,Miles_since_brake_apply,Time_since_brake_release,Miles_since_brake_release,BrakingTime_2,BrakingMiles_2,TimeSinceLastBrake_2,MilesSinceLastBrake_2,Change_Position,Change_pressure,BrakingForce_2,BrakingForce_ma_2,Start_braking_time,End_braking_time,BrakeStartSpeed,LastBrakStartSpeed,LastBrakEndtSpeed,LastDeceleration,conv_heat_trans_coef,temp_change_conv_FL,disc_heating_BTM_FL,temp_change_instant_BTM_1_FL,Pressure_Speed_time_FL
0,0,-0.0003816922608166,1160.0,1164.0,1147.0,1165.0,0.0620000000000006,0.0620000000000006,0.1290000000000007,0.1300000000000007,360.0,1244.0,758.0,1952.0,400.0,400.0,400.0,400.0,-11.772000044584274,-66.70799851417542,1.7599999904632568,1.659999966621399,1.725000023841858,1.6749999523162842,4.35,25.0,2.0,2.0,2.0,2.0,71.0,71.0,71.0,71.0,32827.0,34746.0,32848.0,33649.0,32990.0,32397.0,32768.0,34380.0,0.3123765462899045,0.108444512755064,0.3,0.158444512755064,71.0,21.68,32827.0,32768.0,1075675136.0,21.68,470.0224,10190.085632,34873.11560947199,34873.11560947199,1075675136.0,71.0,-4000.00000000004,0.0,0.0,0.0,1.725000023841858,0.158444512755064,0.0620000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0096183077391833,1160.0,1164.0,1147.0,1165.0,0.0620000000000006,0.0620000000000006,0.1290000000000007,0.1300000000000007,360.0,1082.0,603.0,1952.0,400.0,400.0,400.0,400.0,-7.847999781370163,-66.70799851417542,1.725000023841858,1.649999976158142,1.649999976158142,1.649999976158142,0.8700000129640102,25.0,2.0,2.0,2.0,2.0,71.0,71.0,71.0,71.0,32848.0,34475.0,32827.0,33423.0,32969.0,30441.0,32808.0,34119.0,0.3037117270825188,0.0696310191823155,0.1607379616353689,0.0267896602725614,71.0,21.68,32848.0,32808.0,1077677184.0,21.68,470.0224,10190.085632,34873.11560947199,34873.11560947199,1075675136.0,71.0,2000.0,0.0,21.0,6000.00000000004,1.649999976158142,0.0267896602725614,0.0620000000000006,0.0,0.09107777777777687,0.09107777777777687,1.0,0.0,0.0099999999999999,0.09107777777777687,0.0,0.0,0.0099999999999999,0.09107777777777687,0.0,0.0,0.0,21.0,0.0,-2190000.000000022,0.0096183077391833,0.0,32808.0,0.0,0.0,0.0,8828.374663865496,0.06164399134998089,335.97367136695317,336.03531535830314,10776771.839999892
2,2,0.0196183077391833,1160.0,1164.0,1147.0,1165.0,0.0620000000000006,0.0620000000000006,0.1290000000000007,0.1300000000000007,360.0,1244.0,758.0,1952.0,400.0,400.0,400.0,400.0,-7.847999781370163,-66.70799851417542,1.690000057220459,1.6399999856948853,1.6100000143051147,1.6299999952316284,0.0,25.0,2.0,2.0,2.0,2.0,71.0,71.0,71.0,71.0,32827.0,34217.0,32869.0,33208.0,32969.0,28593.0,32788.0,33871.0,0.2954311972536025,0.19643158392113,0.04643158392113,0.04643158392113,71.0,21.68,32827.0,32788.0,1076331676.0,21.68,470.0224,10190.085632,34873.11560947199,34873.11560947199,1077677184.0,71.0,1999.9999999999995,0.0,-21.0,-4.547473508864641e-13,1.6100000143051147,0.04643158392113,0.0620000000000006,0.0,0.09110555555555556,0.18218333333333242,0.0,1.0,0.0,0.0,0.01,0.09110555555555555,0.0199999999999999,0.18218333333333242,0.0,0.0,0.0,-21.0,359138100.0,1095000.0,0.0096183077391833,0.0,32808.0,0.0,0.0,0.0,8824.176545044216,0.06184266358688062,671.1083989957937,671.1702416593805,21526633.51999989
3,3,0.0296183077391833,1160.0,1164.0,1147.0,1165.0,0.0620000000000006,0.0620000000000006,0.1290000000000007,0.1300000000000007,199.0,1244.0,603.0,2111.0,400.0,400.0,400.0,400.0,-11.772000044584274,-66.70799851417542,1.659999966621399,1.5700000524520874,1.5850000381469729,1.6200000047683716,1.7400000259280204,25.0,2.0,2.0,2.0,2.0,71.0,71.0,71.0,71.0,32868.0,33970.0,32827.0,32311.0,32990.0,26851.0,32768.0,33634.0,0.2871519473861778,0.180338950959238,0.2393220980815239,0.053559300639492,71.0,21.68,32868.0,32768.0,1077018624.0,21.68,470.0224,10190.085632,34873.11560947199,34873.11560947199,1076331676.0,71.0,-1999.9999999999995,0.0,41.0,-3999.999999999999,1.5850000381469729,0.053559300639492,0.0620000000000006,0.0,0.09105000000000002,0.27323333333333244,1.0,0.0,0.010000000000000002,0.09105000000000002,0.0,0.0,0.029999999999999902,0.27323333333333244,0.0,0.0,0.0,41.0,718057200.0,1094999.9999999998,0.0096183077391833,0.0,32808.0,0.0,0.0,0.0,8819.977862816706,0.06191473759052378,1007.3050815443445,1007.366996281935,32310558.719999894
4,4,0.0396183077391833,1160.0,1164.0,1147.0,1165.0,0.0620000000000006,0.0620000000000006,0.1290000000000007,0.1300000000000007,360.0,1082.0,758.0,1952.0,400.0,400.0,400.0,400.0,-14.714999496936798,-66.70799851417542,1.6449999809265137,1.5149999856948853,1.559999942779541,1.6100000143051147,0.0,25.0,2.0,2.0,2.0,2.0,71.0,71.0,71.0,71.0,32848.0,33734.0,32868.0,31296.0,33010.0,25211.0,32788.0,33409.0,0.2788021189966215,0.1464183950701054,0.2607448147896837,0.0464183950701054,71.0,21.68,32848.0,32788.0,1077020224.0,21.68,470.0224,10190.085632,34873.11560947199,34873.11560947199,1077018624.0,71.0,2000.000000000001,0.0,-20.0,4000.0000000000005,1.559999942779541,0.0464183950701054,0.0620000000000006,0.0,0.09105000000000002,0.36428333333333246,0.0,1.0,0.0,0.0,0.010000000000000002,0.09105000000000002,0.039999999999999904,0.36428333333333246,0.0,0.0,0.0,-20.0,359138100.0,-1094999.9999999998,0.0096183077391833,0.0,32808.0,0.0,0.0,0.0,8824.176545044216,0.06184253029865767,1343.075437305504,1343.1372798358027,43080808.9599999
5,5,0.0496183077391833,1160.0,1164.0,1147.0,1165.0,0.0620000000000006,0.0620000000000006,0.1290000000000007,0.1300000000000007,360.0,1244.0,758.0,1952.0,400.0,400.0,400.0,400.0,-17.65799969434738,-69.65100169181824,1.6349999904632568,1.475000023841858,1.5449999570846558,1.600000023841858,1.7400000259280204,25.0,2.0,2.0,2.0,2.0,71.0,71.0,71.0,71.0,32827.0,33510.0,32827.0,30337.0,32969.0,23670.0,32768.0,33195.0,0.2704829861420468,0.4039067877736989,-0.0585941682684324,0.2812504780210657,71.0,21.68,32827.0,32768.0,1075675136.0,21.68,470.0224,10190.085632,34873.11560947199,34873.11560947199,1077020224.0,71.0,-1999.9999999999995,0.0,-21.0,-4000.0000000000005,1.5449999570846558,0.2812504780210657,0.0620000000000006,0.0,0.09104999999999995,0.4553333333333324,0.0,1.0,0.0,0.0,0.019999999999999997,0.18209999999999998,0.0499999999999999,0.4553333333333324,0.0,0.0,0.0,-21.0,718057200.0,1095000.0000000005,0.0096183077391833,0.0,32808.0,0.0,0.0,0.0,8819.977862816706,0.06421472454314492,1676.7475919768083,1676.8118067013513,53783756.79999989
6,6,0.0596183077391833,1160.0,1164.0,1147.0,1165.0,0.0620000000000006,0.0620000000000006,0.1290000000000007,0.1300000000000007,360.0,1244.0,758.0,2111.0,400.0,400.0,400.0,400.0,-17.65799969434738,-66.70799851417542,1.625,1.440000057220459,1.5399999618530271,1.5950000286102295,8.7,25.0,2.0,2.0,2.0,2.0,71.0,71.0,71.0,71.0,32869.0,33297.0,32848.0,29434.0,32990.0,22226.0,32788.0,32992.0,0.26372731704347,0.5146524200486253,-0.0244207000810421,0.3420944900567295,71.0,21.68,32869.0,32788.0,1077708772.0,21.68,470.0224,10190.085632,34873.11560947199,34873.11560947199,1075675136.0,71.0,-2099.9999999999995,0.0,42.0,-100.0,1.5399999618530271,0.3420944900567295,0.0620000000000006,0.0,0.09105000000000002,0.5463833333333324,1.0,0.0,0.010000000000000002,0.09105000000000002,0.0,0.0,0.0599999999999999,0.5463833333333324,0.0,0.0,0.0,42.0,359138100.0,-1094999.9999999998,0.0096183077391833,0.0,32808.0,0.0,0.0,0.0,8824.176545044216,0.06483067090299677,2015.9011149291273,2015.9659456000302,64662526.319999896
7,7,0.0696183077391833,1160.0,1164.0,1147.0,1165.0,0.0620000000000006,0.0620000000000006,0.1290000000000007,0.1300000000000007,360.0,1244.0,758.0,1952.0,400.0,400.0,400.0,400.0,-14.714999496936798,-66.70799851417542,1.6150000095367432,1.4149999618530271,1.5399999618530271,1.534999966621399,2.610000103712082,25.0,2.0,2.0,2.0,2.0,71.0,71.0,71.0,71.0,32868.0,33094.0,32868.0,28585.0,32989.0,20874.0,32809.0,32498.0,0.2568385562857194,0.3035485511228918,0.2732257244385541,0.0570971022457835,71.0,21.68,32868.0,32809.0,1078366212.0,21.68,470.0224,10190.085632,34873.11560947199,34873.11560947199,1077708772.0,71.0,4100.000000000002,0.0,-1.0,6200.000000000002,1.5399999618530271,0.0570971022457835,0.0620000000000006,0.0,0.09110694444444446,0.6374902777777769,0.0,1.0,0.0,0.0,0.010000000000000002,0.09110694444444445,0.0699999999999999,0.6374902777777769,0.0,0.0,0.0,-1.0,-17962653.75,-1149749.9999999998,0.0096183077391833,0.0,32808.0,0.0,0.0,0.0,8828.584555024665,0.06195042605917437,2353.3193658723876,2353.3813162984466,75485634.83999988
8,8,0.0796183077391833,1160.0,1164.0,1147.0,1165.0,0.0620000000000006,0.0620000000000006,0.1290000000000007,0.1300000000000007,360.0,1244.0,603.0,2111.0,400.0,400.0,400.0,400.0,-11.772000044584274,-69.65100169181824,1.5549999475479126,1.409999966621399,1.534999966621399,1.4850000143051147,-0.8700000129640102,25.0,2.0,2.0,2.0,2.0,71.0,71.0,71.0,71.0,32868.0,32702.0,32868.0,27788.0,32989.0,19613.0,32768.0,31958.0,0.2498345106659091,0.3428433056881816,0.4160541321102271,-0.0267891735779545,71.0,21.68,32868.0,32768.0,1077018624.0,21.68,470.0224,10190.085632,34873.11560947199,34873.11560947199,1078366212.0,71.0,0.0,0.0,0.0,-4100.000000000002,1.534999966621399,-0.0267891735779545,0.0620000000000006,0.0,0.09107916666666661,0.7285694444444435,1.0,0.0,0.009999999999999995,0.0910791666666666,0.0,0.0,0.07999999999999989,0.7285694444444435,0.0,0.0,0.0,0.0,718057200.0,2244750.000000001,0.0096183077391833,0.0,32808.0,0.0,0.0,0.0,8819.977862816706,0.061103109997007285,2686.1468841182573,2686.2079872282543,86161489.91999988
9,9,0.0896183077391833,1160.0,1164.0,1147.0,1165.0,0.0620000000000006,0.0620000000000006,0.1290000000000007,0.1300000000000007,360.0,1244.0,758.0,1952.0,400.0,400.0,400.0,400.0,-14.714999496936798,-69.65100169181824,1.4950000047683716,1.4049999713897705,1.534999966621399,1.4500000476837158,0.0,25.0,2.0,2.0,2.0,2.0,71.0,71.0,71.0,71.0,32848.0,32200.0,32848.0,27041.0,32990.0,18440.0,32768.0,31448.0,0.2428341539095481,0.2441185213924812,0.3441185213924813,0.1143785992263992,71.0,21.68,32848.0,32768.0,1076363264.0,21.68,470.0224,10190.085632,34873.11560947199,34873.11560947199,1077018624.0,71.0,-4100.000000000002,0.0,-20.0,-4100.000000000002,1.534999966621399,0.1143785992263992,0.0620000000000006,0.0,0.09102222222222231,0.8195916666666658,0.0,1.0,0.0,0.0,0.010000000000000009,0.09102222222222234,0.0899999999999999,0.8195916666666658,0.0,0.0,0.0,-20.0,718057200.0,0.0,0.0096183077391833,0.0,32808.0,0.0,0.0,0.0,8819.977862816706,0.06252909425917516,3020.0764255721706,3020.13895466643,96872693.75999989
