Complexity,Loss,Equation
1,0.054533478,"u"
3,0.0019003248,"-0.8165916 * u_x"
5,0.0012413489,"(u + -1.3231047) * u_x"
7,0.0012097511,"u_x * (-1.1264398 + (u * u))"
9,0.0009669852,"(-1.2940938 + u) * (u_x + (-0.10937756 * u_xx))"
11,0.0009590909,"((-1.2972188 + u) * (u_x + (-0.10883774 * u_xx))) + 0.002882696"
13,0.0008670553,"(u_x * (-1.3797823 + u)) + (-0.4118863 * (u * (-0.39700586 + u)))"
15,0.00086503703,"(u_x * (-0.9722346 + u)) + (-0.40728274 * ((u * (-0.37604177 + u)) + u_x))"
