Complexity,Loss,Equation
3,0.0019003267,"u_x * -0.8163981"
5,0.00124137,"u_x * (-1.3218021 + u)"
7,0.0012394583,"u_x * ((1.0469929 * u) + -1.3471868)"
9,0.0012116515,"((u * u) + (-1.3990738 + 0.2859934)) * u_x"
11,0.0011407974,"(-1.1265631 + (u * ((u_xx * 0.075715974) + u))) * u_x"
