,currentTime,Lookup_Table,POS_MEASUREREV,TMC_filtered,CF_FL
0,-1.73178707695333,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
1,-1.7312595755591926,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
2,-1.730732074165055,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
3,-1.7302045727709174,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
4,-1.7296770713767802,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
5,-1.7291495699826427,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
6,-1.728622068588505,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
7,-1.7280945671943677,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
8,-1.7275670658002302,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
9,-1.7270395644060925,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
10,-1.7265120630119553,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
11,-1.7259845616178178,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
12,-1.7254570602236805,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
13,-1.7249295588295426,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
14,-1.7244020574354053,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
15,-1.723874556041268,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
16,-1.7233470546471306,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
17,-1.7228195532529929,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
18,-1.7222920518588554,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
19,-1.721764550464718,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
20,-1.7212370490705804,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
21,-1.720709547676443,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
22,-1.7201820462823056,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
23,-1.7196545448881682,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
24,-1.7191270434940304,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
25,-1.7185995420998932,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
26,-1.7180720407057557,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
27,-1.717544539311618,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
28,-1.7170170379174807,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
29,-1.7164895365233432,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
30,-1.715962035129206,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
31,-1.715434533735068,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
32,-1.7149070323409308,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
33,-1.7143795309467935,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
34,-1.7138520295526556,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
35,-1.7133245281585183,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
36,-1.7127970267643808,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
37,-1.7122695253702436,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
38,-1.7117420239761059,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
39,-1.7112145225819684,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
40,-1.7106870211878311,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
41,-1.7101595197936936,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
42,-1.709632018399556,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
43,-1.7091045170054187,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
44,-1.7085770156112812,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
45,-1.7080495142171435,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
46,-1.7075220128230062,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
47,-1.7069945114288687,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
48,-1.7064670100347314,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
49,-1.7059395086405935,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
50,-1.7054120072464563,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
51,-1.704884505852319,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
52,-1.704357004458181,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
53,-1.7038295030640438,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
54,-1.7033020016699063,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
55,-1.702774500275769,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
56,-1.7022469988816313,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
57,-1.7017194974874938,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
58,-1.7011919960933566,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
59,-1.7006644946992189,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
60,-1.7001369933050814,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
61,-1.6996094919109441,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
62,-1.6990819905168066,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
63,-1.698554489122669,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
64,-1.6980269877285317,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
65,-1.6974994863343942,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
66,-1.696971984940257,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
67,-1.696444483546119,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
68,-1.6959169821519817,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
69,-1.6953894807578445,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
70,-1.6948619793637065,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
71,-1.6943344779695693,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
72,-1.6938069765754318,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
73,-1.6932794751812945,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
74,-1.6927519737871568,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
75,-1.6922244723930193,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
76,-1.691696970998882,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
77,-1.6911694696047443,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
78,-1.6906419682106069,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
79,-1.6901144668164696,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
80,-1.689586965422332,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
81,-1.6890594640281944,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
82,-1.6885319626340571,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
83,-1.6880044612399197,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
84,-1.6874769598457822,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
85,-1.6869494584516445,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
86,-1.6864219570575072,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
87,-1.6858944556633697,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
88,-1.6853669542692322,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
89,-1.6848394528750947,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
90,-1.6843119514809572,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
91,-1.6837844500868198,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
92,-1.6832569486926823,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
93,-1.6827294472985448,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
94,-1.6822019459044073,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
95,-1.6816744445102698,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
96,-1.6811469431161323,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
97,-1.680619441721995,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
98,-1.6800919403278574,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
99,-1.67956443893372,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
100,-1.6790369375395826,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
101,-1.678509436145445,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
102,-1.6779819347513076,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
103,-1.67745443335717,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
104,-1.6769269319630327,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
105,-1.6763994305688952,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
106,-1.6758719291747577,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
107,-1.6753444277806202,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
108,-1.6748169263864827,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
109,-1.6742894249923452,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
110,-1.6737619235982077,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
111,-1.6732344222040703,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
112,-1.6727069208099328,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
113,-1.6721794194157953,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
114,-1.6716519180216578,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
115,-1.6711244166275205,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
116,-1.6705969152333828,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
117,-1.6700694138392453,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
118,-1.669541912445108,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
119,-1.6690144110509704,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
120,-1.668486909656833,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
121,-1.6679594082626954,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
122,-1.6674319068685581,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
123,-1.6669044054744206,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
124,-1.6663769040802832,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
125,-1.6658494026861457,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
126,-1.6653219012920082,-0.5636578209847989,-0.5877474688581418,-0.5623230163675729,38.0
