Complexity,Loss,Equation
1,0.0387756,"u_x"
3,0.016636692,"u_x * u_x"
4,0.0019003237,"-0.8170132 * u_x"
6,0.0012413521,"(u + -1.3237236) * u_x"
8,0.0012097523,"(-1.1265869 + (u * u)) * u_x"
9,0.0012065413,"(-0.0046542743 + u_x) * (-1.3263141 + u)"
11,0.0010137637,"(0.060118295 * u_xx) + ((u + -1.286367) * u_x)"
